"UID","Xsugg","Ysugg","Type"
"9055-0725-V-10",709052.00,3970724.50,"vacuum"
"9055-0725-V-11",709051.50,3970729.20,"vacuum"
"6555-3265-S-2",706555.00,3973268.20,"square"
"8065-2195-S-2",708068.90,3972196.30,"square"
"8785-9915-S-1",708782.90,3969915.80,"square"
"8005-2155-S-1",708009.20,3972158.40,"square"
"8015-2175-S-1",708016.70,3972179.20,"square"
"4222-17-1-15-1",706797.00,3972226.30,"tract"
"8075-2155-V-2",708079.80,3972152.50,"vacuum"
"7955-2155-V-2",707955.80,3972154.60,"vacuum"
"6795-2215-S-1",706796.20,3972214.10,"square"
"3461-19-1-25-1",707832.10,3971880.50,"tract"
"8035-2145-S-1",708033.00,3972149.80,"square"
"7945-2145-S-2",707940.80,3972143.80,"square"
"3429-5-1-15-1",707959.20,3972157.40,"tract"
"8035-2155-S-2",708033.40,3972157.80,"square"
"8055-2205-S-1",708057.50,3972208.70,"square"
"8055-2205-S-2",708051.10,3972205.40,"square"
"6555-3255-S-4",706559.60,3973253.60,"square"
"6555-3255-S-3",706557.60,3973253.00,"square"
"8015-2185-V-2",708010.60,3972184.00,"vacuum"
"8095-1685-S-2",708093.70,3971684.10,"square"
"4298-20-1-15-2",707198.20,3973941.70,"tract"
"8035-2215-S-1",708034.70,3972218.20,"square"
"8045-2185-S-1",708046.40,3972187.00,"square"
"6635-2925-V-2",706631.80,3972924.90,"vacuum"
"8105-1685-V-1",708102.70,3971687.30,"vacuum"
"6795-2215-S-4",706795.90,3972218.50,"square"
"7795-1915-S-1",707796.00,3971917.50,"square"
"6755-2235-S-4",706751.20,3972236.90,"square"
"6755-2235-V-19",706758.90,3972237.00,"vacuum"
"6755-2265-S-5",706758.60,3972268.70,"square"
"6765-2235-V-5",706764.70,3972239.40,"vacuum"
"6755-2235-S-8",706755.70,3972235.10,"square"
"6755-2245-S-1",706755.90,3972240.20,"square"
"6785-2255-S-1",706781.60,3972257.90,"square"
"6795-2225-V-1",706798.10,3972228.40,"vacuum"
"6655-2865-S-1",706660.00,3972867.60,"square"
"3483-19-1-5-1",707973.70,3972325.40,"tract"
"3378-16-1-35-2",707732.90,3972123.40,"tract"
"3459-19-1-45-1",707896.90,3971915.20,"tract"
"4003-5-1-65-1",706577.20,3972672.80,"tract"
"4005-5-1-75-1",706698.70,3972668.40,"tract"
"4051-5-1-15-1",706562.90,3972734.40,"tract"
"4070-15-1-75-1",706519.00,3972350.20,"tract"
"4077-14-1-55-1",706348.80,3972574.30,"tract"
"12393-17-1-35-1",710073.50,3967134.30,"tract"
"4003-18-1-75-1",706591.60,3972675.80,"tract"
"12082-14-1-15-2",709553.40,3970312.80,"tract"
"1086-5-1-5-6",707176.20,3973849.50,"tract"
"4047-10-1-5-1",706520.50,3972456.30,"tract"
"4049-14-1-5-1",706505.70,3972605.40,"tract"
"4070-14-1-95-1",706505.20,3972344.30,"tract"
"4072-14-1-65-6",706505.60,3972454.90,"tract"
"8105-27-1-85-1",709377.20,3971421.70,"tract"
"3477-14-2-5-1",708102.70,3972035.10,"tract"
"8045-36-1-95-1",709124.00,3970654.50,"tract"
"12048-21-1-65-1",709421.10,3970419.00,"tract"
"12083-58-1-25-1",709599.80,3970282.30,"tract"
"3481-19-1-15-1",708047.60,3972165.10,"tract"
"4005-18-1-65-1",706685.00,3972681.10,"tract"
"4305-20-1-15-5",707149.80,3973938.70,"tract"
"3570-19-1-65-1",706744.10,3971611.30,"tract"
"3179-6-1-95-2",705375.70,3974380.80,"tract"
"3012-3-1-75-1",706063.20,3974015.30,"tract"
"12383-14-1-75-1",710014.80,3967164.10,"tract"
"4305-28-1-15-1",707130.40,3973940.80,"tract"
"4305-29-1-45-2",707171.80,3973912.50,"tract"
"4307-29-1-45-6",707193.70,3973881.90,"tract"
"4300-29-1-25-4",707164.50,3974049.90,"tract"
"4307-20-1-15-11",707202.00,3973912.40,"tract"
"4304-28-1-45-3",707132.20,3973952.70,"tract"
"4303-28-1-5-1",707118.50,3974047.60,"tract"
"4298-28-1-5-8",707226.40,3973941.30,"tract"
"4300-15-1-35-2",707217.40,3974067.50,"tract"
"4309-26-1-5-5",707225.10,3973869.30,"tract"
"4313-27-1-25-1",707260.50,3973970.00,"tract"
"4314-29-1-45-1",707285.50,3974048.90,"tract"
"4308-17-1-5-2",707174.60,3973887.50,"tract"
"4313-27-1-5-1",707263.80,3973949.20,"tract"
"4318-29-1-5-7",707155.30,3974111.70,"tract"
"4298-29-1-35-1",707180.20,3973958.10,"tract"
"4314-29-1-45-4",707283.60,3974054.10,"tract"
"4298-28-1-25-2",707222.60,3973961.00,"tract"
"1104-6-1-65-1",707386.80,3973962.10,"tract"
"4299-17-1-35-4",707199.40,3974011.30,"tract"
"4299-20-1-15-3",707188.20,3973994.20,"tract"
"4299-29-1-45-1",707169.50,3974020.30,"tract"
"4311-29-1-15-1",707328.70,3973828.50,"tract"
"8173-27-1-25-1",706524.20,3973201.50,"tract"
"9026-29-1-25-2",708933.80,3969574.00,"tract"
"4305-28-1-15-3",707130.60,3973944.30,"tract"
"4303-17-1-45-1",707135.70,3974018.40,"tract"
"4303-28-1-15-2",707119.90,3974041.10,"tract"
"4314-29-1-35-4",707287.00,3974039.00,"tract"
"4304-29-1-5-5",707159.40,3974012.50,"tract"
"4302-17-1-15-5",707126.50,3974077.70,"tract"
"4312-26-1-15-3",707286.60,3973905.90,"tract"
"4301-28-1-15-2",707199.00,3974089.80,"tract"
"4303-20-1-15-13",707142.30,3974042.80,"tract"
"1070-1-1-5-1",707194.30,3973032.50,"tract"
"8130-26-1-65-1",706575.70,3973084.50,"tract"
"1062-6-1-35-1",707127.10,3973297.90,"tract"
"1086-5-1-75-3",707175.90,3973770.30,"tract"
"4003-5-1-65-2",706577.00,3972677.40,"tract"
"8130-28-1-65-8",706599.40,3973079.20,"tract"
"11198-42-1-35-1",709652.10,3968831.70,"tract"
"4047-18-1-15-2",706549.10,3972467.90,"tract"
"4082-14-1-35-4",706333.40,3972464.10,"tract"
"8150-27-2-45-1",706656.20,3973308.70,"tract"
"2009-2-1-25-1",707500.30,3973341.00,"tract"
"8146-20-1-45-1",706567.50,3973283.70,"tract"
"5163-12-1-75-1",708456.00,3973077.40,"tract"
"8057-36-1-85-1",709221.40,3970765.90,"tract"
"8825-9935-V-20",708829.60,3969931.10,"vacuum"
"6315-3475-V-10",706312.90,3973473.80,"vacuum"
"8035-2165-V-1",708039.80,3972166.70,"vacuum"
"8105-1665-V-1",708100.10,3971666.40,"vacuum"
"8035-2175-S-3",708031.10,3972179.30,"square"
"7955-2165-S-2",707958.60,3972162.70,"square"
"6735-1965-V-1",706739.50,3971962.20,"vacuum"
"8005-2225-S-2",708007.50,3972223.30,"square"
"7765-1895-V-5",707769.90,3971892.90,"vacuum"
"7965-2155-V-12",707965.80,3972157.80,"vacuum"
"7965-2155-V-4",707964.60,3972152.90,"vacuum"
"7965-2155-V-5",707963.10,3972156.50,"vacuum"
"7965-2155-V-6",707968.60,3972159.90,"vacuum"
"7965-2155-V-7",707961.30,3972157.70,"vacuum"
"7965-2155-V-8",707964.80,3972151.50,"vacuum"
"7945-2155-S-4",707945.00,3972157.80,"square"
"6645-2895-S-3",706641.90,3972897.80,"square"
"7755-1905-V-1",707754.20,3971906.30,"vacuum"
"7795-1875-V-1",707797.80,3971878.50,"vacuum"
"7795-1875-V-2",707790.60,3971874.40,"vacuum"
"7835-1885-V-2",707833.60,3971882.50,"vacuum"
"7845-1885-V-1",707844.60,3971888.40,"vacuum"
"8045-2165-S-2",708044.90,3972163.90,"square"
"6245-2455-S-1",706243.00,3972458.70,"square"
"8785-9945-V-21",708782.00,3969942.50,"vacuum"
"6755-2275-S-1",706756.80,3972276.20,"square"
"9645-0335-V-12",709649.50,3970332.50,"vacuum"
"9345-1515-V-7",709349.20,3971516.80,"vacuum"
"8015-2185-V-5",708013.40,3972189.00,"vacuum"
"8015-2185-V-6",708018.40,3972189.40,"vacuum"
"7965-2155-V-11",707966.00,3972159.60,"vacuum"
"7725-1955-V-6",707725.40,3971959.40,"vacuum"
"7725-1975-V-8",707726.70,3971973.60,"vacuum"
"7725-1985-V-8",707724.10,3971988.50,"vacuum"
"8045-2145-V-7",708049.50,3972143.20,"vacuum"
"9575-0085-S-15",709579.00,3970083.50,"square"
"9625-0365-V-18",709628.50,3970361.00,"vacuum"
"9405-0815-V-3",709402.60,3969763.20,"vacuum"
"9285-1495-V-2",709280.20,3971494.50,"vacuum"
"8045-2205-V-8",708041.60,3972209.30,"vacuum"
"8095-2395-V-10",708099.60,3972397.40,"vacuum"
"6705-1495-V-13",706703.20,3971495.50,"vacuum"
"6735-1485-V-10",706738.80,3971484.30,"vacuum"
"7835-1845-V-2",707835.20,3971842.20,"vacuum"
"7835-1855-V-1",707838.00,3971853.70,"vacuum"
"9065-0825-V-13",709061.60,3970825.10,"vacuum"
"7765-2145-V-16",707769.30,3972144.70,"vacuum"
"7765-2145-V-17",707765.60,3972142.50,"vacuum"
"7765-2155-V-5",707765.60,3972157.00,"vacuum"
"7775-2135-V-12",707778.90,3972134.90,"vacuum"
"7775-2165-V-3",707778.60,3972160.10,"vacuum"
"7785-2135-V-16",707781.60,3972137.30,"vacuum"
"7785-2145-S-4",707785.20,3972149.40,"square"
"7785-2145-V-14",707789.30,3972149.30,"vacuum"
"7785-2145-V-17",707784.10,3972141.30,"vacuum"
"7785-2145-V-23",707783.30,3972142.10,"vacuum"
"7795-2135-V-13",707793.70,3972132.20,"vacuum"
"9875-8605-V-8",709871.10,3968600.50,"vacuum"
"7965-2155-V-9",707962.70,3972157.80,"vacuum"
"9575-0075-S-1",709578.60,3970071.90,"square"
"7775-2135-V-13",707779.40,3972133.80,"vacuum"
"7775-2135-V-15",707772.00,3972138.80,"vacuum"
"7735-1945-V-1",707732.70,3971948.70,"vacuum"
"7745-1955-V-4",707742.40,3971952.00,"vacuum"
"7745-1965-V-10",707741.90,3971965.90,"vacuum"
"7745-1965-V-11",707746.20,3971964.50,"vacuum"
"7845-1865-V-5",707845.50,3971861.60,"vacuum"
"7795-2145-V-1",707798.30,3972145.00,"vacuum"
"4221-18-1-95-2",706765.60,3972208.10,"tract"
"4259-29-1-5-2",707006.70,3972128.30,"tract"
"7136-26-1-45-1",708358.60,3972130.90,"tract"
"8815-9905-V-2",708813.10,3969906.00,"vacuum"
"6555-2855-S-2",706555.90,3972850.80,"square"
"7995-2205-V-1",707999.30,3972201.20,"vacuum"
"7995-2205-V-14",707997.10,3972210.00,"vacuum"
"7995-2215-V-1",707993.10,3972216.60,"vacuum"
"8005-2185-V-1",708007.70,3972182.30,"vacuum"
"8015-2185-V-3",708017.40,3972183.20,"vacuum"
"8015-2185-V-4",708018.70,3972189.20,"vacuum"
"8015-2205-S-2",708015.10,3972202.30,"square"
"8015-2215-S-2",708014.30,3972219.70,"square"
"8015-2215-V-2",708010.60,3972216.90,"vacuum"
"8035-2155-S-4",708031.40,3972152.40,"square"
"8035-2165-V-18",708034.10,3972161.70,"vacuum"
"8035-2165-V-19",708037.20,3972166.80,"vacuum"
"8035-2185-V-2",708033.30,3972183.10,"vacuum"
"8035-2195-S-3",708034.30,3972192.90,"square"
"8035-2205-V-1",708036.30,3972202.30,"vacuum"
"8035-2225-S-1",708032.60,3972221.20,"square"
"8035-2225-S-2",708039.90,3972228.30,"square"
"8035-2225-S-3",708040.00,3972220.70,"square"
"8055-2145-S-5",708052.60,3972144.20,"square"
"8065-2145-S-3",708069.20,3972140.50,"square"
"8065-2185-V-1",708061.50,3972188.40,"vacuum"
"8065-2195-S-1",708067.90,3972191.40,"square"
"7945-2145-S-4",707940.20,3972148.70,"square"
"7955-2155-S-4",707951.10,3972150.60,"square"
"6515-3265-V-2",706512.40,3973261.90,"vacuum"
"6515-3265-V-3",706515.70,3973260.80,"vacuum"
"7735-1955-S-1",707730.50,3971956.40,"square"
"7735-1975-S-4",707735.80,3971974.20,"square"
"7735-1975-S-5",707738.00,3971972.40,"square"
"7735-1975-V-1",707731.70,3971976.80,"vacuum"
"7745-1955-V-14",707744.20,3971956.70,"vacuum"
"7755-1985-S-1",707754.00,3971982.30,"square"
"7835-1875-V-11",707833.00,3971876.70,"vacuum"
"9595-0085-V-2",709597.20,3970080.20,"vacuum"
"7885-1505-S-6",707885.70,3971508.90,"square"
"7895-1485-V-2",707894.90,3971484.10,"vacuum"
"8115-1665-V-1",708111.80,3971668.50,"vacuum"
"6745-1495-V-1",706750.00,3971497.20,"vacuum"
"6765-2235-V-7",706765.20,3972230.20,"vacuum"
"6765-2275-S-8",706763.20,3972270.40,"square"
"6765-2275-V-13",706761.90,3972272.90,"vacuum"
"6765-2275-V-14",706761.50,3972275.70,"vacuum"
"6775-2235-V-8",706775.60,3972235.30,"vacuum"
"9635-0375-S-10",709638.30,3970371.60,"square"
"6745-1485-S-3",706742.00,3971488.50,"square"
"6745-1495-S-4",706748.20,3971498.30,"square"
"7835-1865-V-10",707834.20,3971867.30,"vacuum"
"7835-1865-V-11",707838.80,3971862.30,"vacuum"
"7835-1865-V-8",707834.30,3971862.20,"vacuum"
"7835-1865-V-9",707830.00,3971867.80,"vacuum"
"7765-2145-V-12",707766.00,3972146.80,"vacuum"
"7775-2145-S-2",707773.80,3972146.10,"square"
"7775-2145-S-7",707775.70,3972145.30,"square"
"7785-2135-V-15",707781.80,3972136.50,"vacuum"
"7785-2135-V-31",707789.30,3972136.40,"vacuum"
"7785-2145-V-16",707781.50,3972141.40,"vacuum"
"7785-2155-V-16",707783.50,3972153.70,"vacuum"
"8965-9645-V-1",708964.40,3969677.00,"vacuum"
"8965-9645-V-3",708965.80,3969678.70,"vacuum"
"8965-9655-S-2",708969.10,3969676.90,"square"
"8965-9665-V-2",708967.70,3969655.90,"vacuum"
"8975-9675-S-1",708972.10,3969630.60,"square"
"8048-32-1-65-1",709060.20,3970693.20,"tract"
"7955-2145-S-2",707956.90,3972140.60,"square"
"8095-2405-V-6",708097.60,3972406.20,"vacuum"
"9405-0885-V-4",709401.80,3969763.20,"vacuum"
"9245-0595-S-2",709244.10,3970599.30,"square"
"6645-2885-S-4",706640.70,3972887.10,"square"
"6365-3445-S-1",706363.20,3973441.70,"square"
"8825-9915-V-1",708824.80,3969911.10,"vacuum"
"8825-9915-V-2",708825.40,3969919.50,"vacuum"
"8835-9935-S-10",708831.80,3969937.90,"square"
"6725-1965-V-1",706729.00,3971964.20,"vacuum"
"6985-2145-V-8",706988.90,3972149.20,"vacuum"
"8825-9935-S-1",708826.30,3969930.40,"square"
"6795-2235-S-2",706791.90,3972237.90,"square"
"6985-2155-S-5",706980.30,3972150.60,"square"
"7965-2155-S-4",707969.90,3972151.90,"square"
"6985-2155-S-2",706986.10,3972150.20,"square"
"6755-1475-V-7",706752.20,3971470.50,"vacuum"
"7725-1985-V-3",707726.10,3971981.00,"vacuum"
"7725-1985-V-5",707723.80,3971989.70,"vacuum"
"6755-1475-S-12",706754.40,3971471.70,"square"
"7725-1985-V-4",707729.70,3971987.50,"vacuum"
"7725-1985-V-6",707722.00,3971989.70,"vacuum"
"7725-1985-V-7",707726.80,3971981.40,"vacuum"
"6725-1945-V-6",706723.60,3971941.20,"vacuum"
"3396-15-1-15-2",707808.30,3972301.50,"tract"
"8785-9925-V-1",708787.80,3969921.30,"vacuum"
"8785-9945-V-22",708782.60,3969949.00,"vacuum"
"8805-9925-S-12",708803.70,3969925.80,"square"
"8805-9925-S-13",708801.70,3969925.70,"square"
"8805-9925-V-18",708808.60,3969924.50,"vacuum"
"8805-9925-V-19",708809.20,3969929.60,"vacuum"
"8805-9925-V-20",708806.70,3969920.30,"vacuum"
"8805-9945-V-4",708801.80,3969943.00,"vacuum"
"8815-9925-S-10",708813.80,3969921.60,"square"
"8815-9935-V-5",708813.30,3969936.40,"vacuum"
"8825-9925-V-1",708828.70,3969922.90,"vacuum"
"8825-9945-V-1",708821.80,3969948.90,"vacuum"
"6795-2245-S-1",706796.30,3972240.80,"square"
"6795-2245-V-3",706795.10,3972242.40,"vacuum"
"6815-2225-V-29",706816.00,3972224.60,"vacuum"
"6815-2235-S-2",706814.30,3972234.70,"square"
"6815-2235-V-21",706813.30,3972232.90,"vacuum"
"6815-2245-V-46",706817.30,3972240.30,"vacuum"
"7325-3435-V-1",707324.70,3973434.90,"vacuum"
"6985-2155-S-1",706983.50,3972150.60,"square"
"9635-0355-V-33",709631.00,3970351.00,"vacuum"
"6465-3435-V-1",706469.20,3973433.30,"vacuum"
"9385-0815-V-13",709383.40,3970818.20,"vacuum"
"6565-2825-V-1",706566.50,3972828.00,"vacuum"
"6585-2825-S-1",706588.90,3972825.10,"square"
"8015-2185-S-1",708013.90,3972181.20,"square"
"8025-2185-S-2",708021.00,3972183.60,"square"
"8025-2205-V-2",708022.00,3972202.30,"vacuum"
"8035-2185-V-1",708039.30,3972186.00,"vacuum"
"8045-2205-V-1",708042.40,3972206.40,"vacuum"
"8045-2225-S-2",708045.00,3972226.80,"square"
"8055-2135-S-2",708050.40,3972131.90,"square"
"8055-2145-S-4",708050.60,3972149.60,"square"
"8065-2205-S-1",708063.10,3972208.30,"square"
"8385-2075-S-1",708382.20,3972074.80,"square"
"8425-2065-S-1",708422.80,3972062.70,"square"
"7965-2155-S-5",707966.60,3972153.50,"square"
"6705-1495-S-1",706703.10,3971498.50,"square"
"6725-1505-V-12",706729.70,3971505.90,"vacuum"
"6755-1455-V-2",706755.50,3971452.80,"vacuum"
"6755-1475-V-6",706754.90,3971473.00,"vacuum"
"7725-1985-V-1",707721.10,3971984.30,"vacuum"
"7735-1955-S-2",707738.20,3971954.10,"square"
"7745-1955-V-1",707745.60,3971953.50,"vacuum"
"7745-1955-V-2",707742.10,3971956.50,"vacuum"
"7835-1885-V-5",707837.00,3971884.90,"vacuum"
"6795-2235-S-1",706794.30,3972234.10,"square"
"6795-2235-S-3",706798.30,3972233.60,"square"
"6985-2135-S-3",706989.70,3972136.20,"square"
"8180-20-1-5-1",709328.70,3971000.80,"tract"
"7335-3425-S-1",707339.70,3973429.50,"square"
"8015-2145-V-1",708019.50,3972149.90,"vacuum"
"7945-2145-S-3",707948.50,3972148.80,"square"
"7965-2155-S-1",707969.10,3972150.70,"square"
"6725-1505-V-1",706729.20,3971503.30,"vacuum"
"8005-2205-S-2",708006.10,3972205.70,"square"
"4048-18-1-5-1",706549.10,3972506.10,"tract"
"6725-1495-V-10",706726.00,3971499.30,"vacuum"
"6725-1495-V-11",706729.30,3971499.10,"vacuum"
"6525-2635-V-1",706521.70,3972639.50,"vacuum"
"6725-1975-V-2",706720.50,3971972.90,"vacuum"
"8025-2155-S-1",708028.70,3972151.80,"square"
"6735-1945-V-2",706732.70,3971944.10,"vacuum"
"7945-3425-V-13",707941.60,3973422.20,"vacuum"
"6655-2895-V-9",706658.80,3972895.40,"vacuum"
"6735-1495-V-9",706732.40,3971498.00,"vacuum"
"6755-1505-V-1",706751.70,3971509.60,"vacuum"
"6765-1455-S-1",706763.90,3971459.30,"square"
"7835-1875-V-28",707832.20,3971878.90,"vacuum"
"7835-1875-V-30",707834.30,3971877.80,"vacuum"
"9055-0725-V-14",709053.90,3970726.00,"vacuum"
"8975-9655-V-8",708973.90,3969667.90,"vacuum"
"8975-9665-V-4",708978.00,3969631.80,"vacuum"
"8975-9665-V-5",708974.80,3969635.00,"vacuum"
"8985-9655-S-2",708980.50,3969655.60,"square"
"8985-9655-S-3",708988.10,3969656.30,"square"
"8025-2205-V-17",708025.10,3972206.60,"vacuum"
"8035-2155-V-1",708034.70,3972150.60,"vacuum"
"8035-2205-V-21",708036.80,3972205.60,"vacuum"
"8045-2225-V-6",708049.80,3972223.30,"vacuum"
"6755-2235-V-8",706758.90,3972234.90,"vacuum"
"7295-3415-V-2",707296.70,3973414.00,"vacuum"
"6635-2875-S-4",706639.40,3972871.20,"square"
"6655-2875-V-2",706653.60,3972874.60,"vacuum"
"7775-2145-S-6",707777.90,3972145.50,"square"
"7805-2155-V-11",707808.90,3972151.90,"vacuum"
"8965-9655-V-22",708965.40,3969646.40,"vacuum"
"8965-9665-V-1",708969.40,3969658.20,"vacuum"
"9225-0615-S-4",709223.70,3970618.80,"square"
"6755-1475-V-64",706752.50,3971470.40,"vacuum"
"6755-1475-V-65",706752.50,3971471.70,"vacuum"
"6655-2885-V-2",706653.70,3972885.10,"vacuum"
"6655-2905-V-4",706660.00,3972905.60,"vacuum"
"7775-2135-V-11",707773.30,3972130.90,"vacuum"
"7775-2135-V-14",707772.80,3972133.60,"vacuum"
"8945-9645-V-39",708943.60,3969638.90,"vacuum"
"8945-9645-V-46",708945.10,3969641.20,"vacuum"
"8945-9655-V-4",708945.40,3969646.10,"vacuum"
"8945-9655-V-5",708942.70,3969648.00,"vacuum"
"8955-9675-V-4",708955.90,3969658.50,"vacuum"
"8965-9625-V-1",708965.30,3969664.10,"vacuum"
"9385-0825-V-7",709389.40,3970826.50,"vacuum"
"6755-2225-S-3",706756.60,3972228.10,"square"
"6755-2235-V-5",706752.90,3972236.70,"vacuum"
"6765-2275-V-9",706760.40,3972278.70,"vacuum"
"8965-9655-V-20",708962.90,3969641.30,"vacuum"
"4001-18-1-55-1",706590.70,3972505.20,"tract"
"7325-3395-V-1",707320.80,3973396.40,"vacuum"
"6765-2235-V-19",706760.60,3972237.90,"vacuum"
"4310-20-1-35-7",707280.40,3973870.00,"tract"
"4315-27-1-45-1",707234.80,3974105.90,"tract"
"1110-4-1-35-1",707345.70,3974065.30,"tract"
"4299-20-1-25-4",707186.90,3974002.00,"tract"
"4299-20-1-25-5",707187.10,3974006.60,"tract"
"4304-17-1-5-6",707135.60,3974005.30,"tract"
"4307-20-1-35-13",707205.90,3973888.00,"tract"
"4313-28-1-5-1",707251.90,3973946.60,"tract"
"4333-20-1-55-1",707231.50,3973798.60,"tract"
"4305-20-1-35-5",707151.00,3973927.20,"tract"
"4305-28-1-5-3",707129.20,3973946.00,"tract"
"4261-29-1-15-9",706966.60,3972060.00,"tract"
"4307-20-1-25-5",707205.30,3973901.30,"tract"
"1014-3-1-15-1",706934.80,3973207.60,"tract"
"4153-17-1-45-1",706445.40,3971984.90,"tract"
"9035-0815-V-3",709032.00,3970818.50,"vacuum"
"9035-0815-V-5",709038.40,3970816.60,"vacuum"
"7795-2145-S-9",707794.30,3972143.90,"square"
"8825-9935-S-11",708828.40,3969939.70,"square"
"6805-2235-S-3",706809.50,3972231.70,"square"
"8805-9925-S-9",708804.70,3969922.10,"square"
"8835-9935-S-2",708837.30,3969935.00,"square"
"8015-2145-V-26",708013.80,3972141.40,"vacuum"
"8825-9905-V-8",708826.70,3969903.70,"vacuum"
"8015-2145-V-23",708015.70,3972148.90,"vacuum"
"8025-2195-V-1",708029.20,3972196.50,"vacuum"
"7015-2565-V-1",707010.10,3972566.20,"vacuum"
"12171-14-1-55-1",709596.90,3970074.60,"tract"
"12171-14-1-55-2",709595.40,3970075.00,"tract"
"9345-1515-V-1",709345.70,3971512.80,"vacuum"
"8035-2155-S-5",708032.90,3972155.40,"square"
"9035-0795-S-11",709038.60,3970790.20,"square"
"9035-0815-V-2",709032.40,3970819.20,"vacuum"
"8073-27-1-35-1",708852.10,3971761.30,"tract"
"6715-1475-S-1",706718.90,3971478.30,"square"
"8115-1695-S-2",708119.10,3971699.80,"square"
"3422-16-1-55-1",707805.10,3972183.90,"tract"
"12082-51-1-35-2",709566.10,3970326.80,"tract"
"8785-9945-V-27",708783.80,3969946.20,"vacuum"
"6805-2255-S-2",706807.10,3972250.80,"square"
"7795-2145-V-3",707794.30,3972144.50,"vacuum"
"9295-1485-V-3",709294.00,3971480.70,"vacuum"
"7765-2155-V-2",707767.50,3972155.80,"vacuum"
"11030-13-1-45-1",707402.70,3972147.80,"tract"
"8795-9885-V-3",708790.70,3969889.70,"vacuum"
"9305-1525-V-9",709306.90,3971529.60,"vacuum"
"6045-3965-V-1",706045.30,3973962.00,"vacuum"
"12306-58-1-15-1",710077.90,3969084.50,"tract"
"6025-20-1-45-2",708425.20,3971376.10,"tract"
"8021-2-1-95-1",709120.70,3971010.60,"tract"
"8835-9925-S-2",708834.80,3969929.10,"square"
"9175-1085-S-8",709174.00,3971089.30,"square"
"9175-1085-V-2",709178.10,3971085.60,"vacuum"
"9175-1095-V-3",709174.00,3971094.30,"vacuum"
"9185-1095-S-1",709189.20,3971095.20,"square"
"9185-1095-V-1",709187.50,3971098.10,"vacuum"
"9215-1105-S-2",709216.50,3971102.80,"square"
"9215-1115-S-2",709211.70,3971114.40,"square"
"6815-2235-V-15",706813.90,3972234.60,"vacuum"
"7945-3405-V-2",707940.70,3973405.30,"vacuum"
"9625-0355-V-14",709626.70,3970353.50,"vacuum"
"8045-2155-V-1",708041.50,3972159.70,"vacuum"
"8045-2185-V-21",708046.60,3972185.90,"vacuum"
"8055-2205-V-3",708059.70,3972205.60,"vacuum"
"8055-2205-V-4",708058.00,3972201.80,"vacuum"
"8065-2145-V-6",708060.30,3972146.40,"vacuum"
"6265-2425-V-1",706264.60,3972423.70,"vacuum"
"7805-1845-V-1",707806.30,3971846.20,"vacuum"
"9045-0795-V-3",709043.90,3970796.70,"vacuum"
"9075-0725-S-1",709078.70,3970727.70,"square"
"12082-51-1-35-3",709564.10,3970326.80,"tract"
"2005-2-1-45-1",707311.30,3973396.70,"tract"
"8190-27-1-5-1",709414.60,3970886.10,"tract"
"6795-2215-S-2",706800.00,3972213.50,"square"
"6725-1495-S-8",706725.00,3971490.30,"square"
"9595-0095-S-2",709598.90,3970096.50,"square"
"8052-27-1-25-2",709066.80,3970870.60,"tract"
