"UID","Xsugg","Ysugg","Type"
,709613.10,3970282.20,"tract"
,709630.20,3970282.20,"tract"
,709628.80,3970281.50,"tract"
,709578.10,3970281.00,"tract"
,709631.20,3970281.80,"tract"
,709580.40,3970282.40,"tract"
,709620.70,3970281.70,"tract"
,709647.70,3970281.00,"tract"
,709628.90,3970281.20,"tract"
,709660.20,3970342.60,"tract"
,709648.40,3970343.60,"tract"
,709668.40,3970342.40,"tract"
,709646.50,3970343.10,"tract"
,709673.70,3970343.80,"tract"
,709649.30,3970343.30,"tract"
,709644.20,3970344.00,"tract"
,709670.90,3970342.40,"tract"
,709646.20,3970343.10,"tract"
,709648.40,3970343.50,"tract"
,709639.60,3970343.50,"tract"
,709642.70,3970343.50,"tract"
,709674.50,3970343.80,"tract"
,709675.00,3970343.40,"tract"
,709640.50,3970327.60,"tract"
,709661.00,3970328.70,"tract"
,709667.80,3970327.80,"tract"
,709642.30,3970311.80,"tract"
,709678.70,3970311.80,"tract"
,709650.40,3970311.60,"tract"
,709642.30,3970312.70,"tract"
,709662.90,3970311.80,"tract"
,709678.70,3970312.70,"tract"
,709673.90,3970313.00,"tract"
,709747.20,3970342.40,"tract"
,709675.60,3970342.20,"tract"
,709703.30,3970343.70,"tract"
,709717.70,3970342.30,"tract"
,709697.60,3970343.20,"tract"
,709731.10,3970343.80,"tract"
,709700.80,3970327.20,"tract"
,709711.90,3970328.10,"tract"
,709724.20,3970327.40,"tract"
,709708.60,3970327.40,"tract"
,709711.00,3970311.30,"tract"
,709707.90,3970312.90,"tract"
,709685.20,3970311.40,"tract"
,709717.20,3970311.30,"tract"
,709751.00,3970311.60,"tract"
,709694.70,3970313.30,"tract"
,709625.90,3970222.50,"tract"
,709603.00,3970223.40,"tract"
,709607.50,3970223.40,"tract"
,709608.80,3970236.90,"tract"
,709624.10,3970236.90,"tract"
,709605.70,3970237.10,"tract"
,709617.60,3970236.50,"tract"
,709612.00,3970251.90,"tract"
,709622.70,3970252.60,"tract"
,709604.90,3970252.60,"tract"
,709676.00,3970236.50,"tract"
,709655.10,3970252.30,"tract"
,709672.80,3970251.70,"tract"
,709644.70,3970251.10,"tract"
,709828.90,3970265.70,"tract"
,709611.40,3970162.20,"tract"
,709610.10,3970162.70,"tract"
,709639.70,3970162.00,"tract"
,709626.70,3970147.30,"tract"
,709620.50,3970147.70,"tract"
,709619.90,3970147.30,"tract"
,709601.90,3970147.10,"tract"
,709644.20,3970147.30,"tract"
,709636.50,3970146.90,"tract"
,709617.30,3970146.10,"tract"
,709625.50,3970131.60,"tract"
,709625.50,3970130.40,"tract"
,709601.90,3970130.60,"tract"
,709655.90,3970132.00,"tract"
,709621.10,3970131.50,"tract"
,709592.80,3970130.70,"tract"
,709623.50,3970131.40,"tract"
,709613.10,3970130.60,"tract"
,709604.50,3970132.30,"tract"
,709620.40,3970131.30,"tract"
,709603.90,3970132.20,"tract"
,709595.20,3970131.40,"tract"
,709646.50,3970130.40,"tract"
,709639.90,3970131.80,"tract"
,709697.60,3970177.90,"tract"
,709726.70,3970161.30,"tract"
,709798.70,3970156.30,"tract"
,709501.70,3970358.70,"tract"
,709512.20,3970357.40,"tract"
,709500.00,3970372.70,"tract"
,709493.60,3970373.60,"tract"
,709493.70,3970373.70,"tract"
,709497.10,3970374.10,"tract"
,709480.10,3970374.00,"tract"
,709494.00,3970373.30,"tract"
,709494.30,3970373.00,"tract"
,709509.50,3970388.60,"tract"
,709481.70,3970388.90,"tract"
,709479.20,3970388.20,"tract"
,709516.20,3970388.40,"tract"
,709506.70,3970387.70,"tract"
,709514.90,3970389.10,"tract"
,709536.60,3970402.30,"tract"
,709534.20,3970402.20,"tract"
,709595.90,3970357.60,"tract"
,709594.50,3970359.20,"tract"
,709611.10,3970357.90,"tract"
,709592.80,3970358.00,"tract"
,709587.30,3970357.90,"tract"
,709603.00,3970373.40,"tract"
,709584.50,3970373.40,"tract"
,709602.20,3970373.10,"tract"
,709584.60,3970372.30,"tract"
,709587.20,3970402.30,"tract"
,709602.00,3970402.40,"tract"
,709597.50,3970403.30,"tract"
,709603.90,3970402.40,"tract"
,709584.30,3970403.10,"tract"
,709584.50,3970402.10,"tract"
,709594.80,3970403.50,"tract"
,709599.20,3970403.30,"tract"
,709595.30,3970404.10,"tract"
,709596.50,3970403.00,"tract"
,709603.70,3970403.00,"tract"
,709660.70,3970358.40,"tract"
,709659.00,3970358.50,"tract"
,709661.00,3970357.50,"tract"
,709663.80,3970373.00,"tract"
,709653.50,3970373.80,"tract"
,709654.30,3970372.40,"tract"
,709654.30,3970374.00,"tract"
,709654.50,3970373.90,"tract"
,709649.50,3970373.60,"tract"
,709654.40,3970372.90,"tract"
,709661.70,3970372.90,"tract"
,709656.80,3970373.80,"tract"
,709659.60,3970373.00,"tract"
,709655.00,3970373.60,"tract"
,709663.50,3970372.40,"tract"
,709659.30,3970373.00,"tract"
,709663.90,3970403.60,"tract"
,709633.80,3970403.00,"tract"
,709643.90,3970404.00,"tract"
,709610.40,3970404.00,"tract"
,709641.90,3970403.20,"tract"
,709639.40,3970403.60,"tract"
,709657.70,3970403.90,"tract"
,709634.00,3970403.50,"tract"
,709624.10,3970417.30,"tract"
,709632.60,3970358.90,"tract"
,709642.70,3970359.20,"tract"
,709639.10,3970358.80,"tract"
,709636.80,3970359.70,"tract"
,709638.90,3970358.60,"tract"
,709639.10,3970357.80,"tract"
,709615.00,3970359.30,"tract"
,709619.30,3970359.70,"tract"
,709616.00,3970358.30,"tract"
,709625.50,3970359.80,"tract"
,709645.90,3970359.50,"tract"
,709619.60,3970359.30,"tract"
,709642.50,3970359.00,"tract"
,709638.10,3970358.50,"tract"
,709623.30,3970358.80,"tract"
,709647.30,3970358.00,"tract"
,709644.50,3970358.90,"tract"
,709644.70,3970357.90,"tract"
,709611.80,3970358.40,"tract"
,709613.60,3970358.40,"tract"
,709613.30,3970358.50,"tract"
,709643.30,3970359.40,"tract"
,709632.30,3970358.30,"tract"
,709627.70,3970358.70,"tract"
,709624.20,3970359.20,"tract"
,709642.20,3970358.50,"tract"
,709642.30,3970359.70,"tract"
,709621.90,3970358.30,"tract"
,709620.00,3970358.70,"tract"
,709640.60,3970358.50,"tract"
,709634.30,3970359.00,"tract"
,709647.50,3970358.50,"tract"
,709628.20,3970357.80,"tract"
,709648.10,3970359.00,"tract"
,709616.20,3970359.70,"tract"
,709618.30,3970359.30,"tract"
,709622.60,3970359.60,"tract"
,709625.80,3970358.70,"tract"
,709631.10,3970358.50,"tract"
,709645.90,3970358.70,"tract"
,709621.80,3970358.20,"tract"
,709623.90,3970359.10,"tract"
,709619.20,3970359.50,"tract"
,709625.70,3970359.60,"tract"
,709630.50,3970357.90,"tract"
,709644.00,3970358.90,"tract"
,709634.60,3970359.20,"tract"
,709650.70,3970359.00,"tract"
,709619.30,3970358.10,"tract"
,709619.50,3970359.40,"tract"
,709628.70,3970358.30,"tract"
,709637.40,3970358.50,"tract"
,709623.50,3970358.50,"tract"
,709632.00,3970358.90,"tract"
,709627.20,3970359.70,"tract"
,709620.90,3970359.70,"tract"
,709644.70,3970357.80,"tract"
,709616.10,3970358.60,"tract"
,709631.90,3970358.20,"tract"
,709617.30,3970359.30,"tract"
,709630.80,3970359.10,"tract"
,709615.20,3970358.80,"tract"
,709640.30,3970359.20,"tract"
,709643.40,3970359.60,"tract"
,709614.10,3970358.30,"tract"
,709643.90,3970358.20,"tract"
,709626.00,3970359.70,"tract"
,709618.00,3970358.00,"tract"
,709612.50,3970359.70,"tract"
,709628.80,3970359.10,"tract"
,709636.70,3970359.40,"tract"
,709618.00,3970357.90,"tract"
,709649.80,3970358.70,"tract"
,709625.00,3970358.00,"tract"
,709617.70,3970359.60,"tract"
,709622.80,3970359.30,"tract"
,709617.30,3970358.90,"tract"
,709639.10,3970359.00,"tract"
,709628.10,3970358.40,"tract"
,709612.00,3970358.30,"tract"
,709648.20,3970359.00,"tract"
,709648.80,3970358.50,"tract"
,709624.00,3970359.40,"tract"
,709625.20,3970358.00,"tract"
,709625.20,3970359.80,"tract"
,709622.30,3970358.20,"tract"
,709636.20,3970359.00,"tract"
,709623.70,3970359.20,"tract"
,709633.40,3970359.40,"tract"
,709617.40,3970358.50,"tract"
,709632.00,3970359.10,"tract"
,709628.50,3970359.80,"tract"
,709625.70,3970357.90,"tract"
,709643.10,3970358.90,"tract"
,709613.80,3970358.40,"tract"
,709621.80,3970359.30,"tract"
,709639.30,3970358.70,"tract"
,709640.10,3970359.40,"tract"
,709638.80,3970359.10,"tract"
,709645.70,3970358.50,"tract"
,709618.50,3970359.30,"tract"
,709618.70,3970359.50,"tract"
,709641.70,3970358.20,"tract"
,709624.40,3970357.90,"tract"
,709631.10,3970358.40,"tract"
,709638.90,3970359.00,"tract"
,709612.00,3970358.40,"tract"
,709620.90,3970358.80,"tract"
,709612.80,3970358.60,"tract"
,709633.40,3970359.30,"tract"
,709613.60,3970358.80,"tract"
,709619.90,3970358.60,"tract"
,709623.00,3970358.10,"tract"
,709624.20,3970357.80,"tract"
,709647.10,3970358.30,"tract"
,709626.30,3970359.60,"tract"
,709628.10,3970358.90,"tract"
,709624.10,3970357.80,"tract"
,709629.90,3970358.60,"tract"
,709645.90,3970357.80,"tract"
,709612.30,3970374.60,"tract"
,709633.20,3970374.70,"tract"
,709614.50,3970375.30,"tract"
,709612.70,3970374.40,"tract"
,709649.00,3970374.50,"tract"
,709621.60,3970375.50,"tract"
,709617.10,3970374.70,"tract"
,709618.60,3970374.90,"tract"
,709648.90,3970374.10,"tract"
,709631.70,3970374.00,"tract"
,709627.40,3970374.50,"tract"
,709648.90,3970374.20,"tract"
,709635.30,3970374.50,"tract"
,709645.30,3970375.30,"tract"
,709630.10,3970374.70,"tract"
,709626.40,3970374.50,"tract"
,709628.60,3970375.50,"tract"
,709626.50,3970374.00,"tract"
,709621.80,3970375.30,"tract"
,709620.70,3970374.90,"tract"
,709643.60,3970374.40,"tract"
,709633.60,3970374.60,"tract"
,709625.70,3970373.90,"tract"
,709613.80,3970375.00,"tract"
,709638.30,3970375.20,"tract"
,709617.30,3970374.00,"tract"
,709613.30,3970375.30,"tract"
,709616.80,3970375.60,"tract"
,709618.10,3970374.60,"tract"
,709624.70,3970375.70,"tract"
,709612.30,3970375.30,"tract"
,709615.70,3970374.60,"tract"
,709648.40,3970375.80,"tract"
,709612.10,3970374.20,"tract"
,709638.50,3970374.80,"tract"
,709615.40,3970374.90,"tract"
,709641.00,3970375.20,"tract"
,709632.80,3970374.90,"tract"
,709631.80,3970375.40,"tract"
,709647.50,3970375.20,"tract"
,709640.80,3970374.90,"tract"
,709623.20,3970374.30,"tract"
,709625.80,3970375.00,"tract"
,709619.70,3970375.40,"tract"
,709640.40,3970374.10,"tract"
,709648.00,3970374.70,"tract"
,709612.10,3970374.20,"tract"
,709628.30,3970374.00,"tract"
,709648.60,3970374.80,"tract"
,709631.80,3970374.10,"tract"
,709643.30,3970374.40,"tract"
,709637.40,3970375.30,"tract"
,709647.20,3970375.00,"tract"
,709610.50,3970374.50,"tract"
,709642.90,3970375.50,"tract"
,709631.40,3970375.20,"tract"
,709632.60,3970374.20,"tract"
,709611.30,3970374.40,"tract"
,709633.30,3970374.70,"tract"
,709618.00,3970374.40,"tract"
,709638.40,3970375.10,"tract"
,709643.20,3970373.90,"tract"
,709610.40,3970374.60,"tract"
,709621.40,3970374.10,"tract"
,709630.10,3970374.40,"tract"
,709615.50,3970375.40,"tract"
,709636.80,3970375.70,"tract"
,709647.00,3970375.20,"tract"
,709648.60,3970374.10,"tract"
,709636.40,3970374.50,"tract"
,709647.90,3970375.40,"tract"
,709635.20,3970374.30,"tract"
,709618.00,3970375.10,"tract"
,709633.70,3970374.80,"tract"
,709621.30,3970375.40,"tract"
,709617.70,3970375.30,"tract"
,709640.20,3970391.60,"tract"
,709613.90,3970390.70,"tract"
,709613.40,3970391.40,"tract"
,709623.40,3970390.80,"tract"
,709626.60,3970390.30,"tract"
,709641.30,3970391.20,"tract"
,709626.10,3970391.30,"tract"
,709617.00,3970390.10,"tract"
,709644.70,3970391.00,"tract"
,709630.60,3970391.50,"tract"
,709646.50,3970390.10,"tract"
,709619.20,3970391.60,"tract"
,709624.40,3970390.70,"tract"
,709637.90,3970390.20,"tract"
,709642.00,3970391.70,"tract"
,709641.50,3970391.20,"tract"
,709612.90,3970390.00,"tract"
,709641.60,3970390.90,"tract"
,709615.40,3970390.60,"tract"
,709640.30,3970390.70,"tract"
,709639.60,3970391.60,"tract"
,709618.50,3970391.70,"tract"
,709608.10,3970391.10,"tract"
,709607.00,3970390.90,"tract"
,709622.40,3970390.00,"tract"
,709618.10,3970389.90,"tract"
,709640.10,3970390.50,"tract"
,709625.30,3970391.00,"tract"
,709637.50,3970390.70,"tract"
,709616.20,3970390.80,"tract"
,709615.60,3970390.40,"tract"
,709640.20,3970391.70,"tract"
,709609.80,3970390.40,"tract"
,709616.40,3970390.30,"tract"
,709619.10,3970389.90,"tract"
,709617.00,3970391.30,"tract"
,709632.40,3970390.00,"tract"
,709641.60,3970391.00,"tract"
,709607.60,3970391.00,"tract"
,709612.70,3970391.80,"tract"
,709600.70,3970510.60,"tract"
,709600.30,3970487.10,"tract"
,709601.20,3970497.80,"tract"
,709600.60,3970506.60,"tract"
,709615.40,3970485.00,"tract"
,709629.60,3970461.30,"tract"
,709629.40,3970446.50,"tract"
,709629.00,3970454.80,"tract"
,709629.20,3970458.90,"tract"
,709628.50,3970484.20,"tract"
,709642.80,3970486.00,"tract"
,709590.30,3970492.10,"tract"
,709579.30,3970491.20,"tract"
,709574.90,3970490.50,"tract"
,709572.30,3970491.40,"tract"
,709582.90,3970491.50,"tract"
,709583.30,3970492.00,"tract"
,709591.90,3970492.10,"tract"
,709583.00,3970490.90,"tract"
,709583.70,3970490.60,"tract"
,709579.80,3970490.60,"tract"
,709588.40,3970491.00,"tract"
,709582.40,3970491.70,"tract"
,709589.80,3970491.10,"tract"
,709592.40,3970490.30,"tract"
,709581.50,3970492.10,"tract"
,709579.00,3970490.80,"tract"
,709580.80,3970491.20,"tract"
,709581.20,3970492.00,"tract"
,709576.50,3970491.00,"tract"
,709572.70,3970491.10,"tract"
,709578.80,3970490.40,"tract"
,709576.50,3970491.00,"tract"
,709579.20,3970491.20,"tract"
,709601.70,3970461.70,"tract"
,709598.50,3970461.30,"tract"
,709605.70,3970461.50,"tract"
,709592.30,3970462.20,"tract"
,709586.50,3970461.40,"tract"
,709592.50,3970461.60,"tract"
,709578.50,3970461.50,"tract"
,709594.10,3970447.90,"tract"
,709594.60,3970447.80,"tract"
,709322.30,3970182.60,"tract"
,709303.30,3970182.10,"tract"
,709307.50,3970183.10,"tract"
,709324.60,3970183.20,"tract"
,709274.60,3970182.10,"tract"
,709262.70,3970166.40,"tract"
,709323.80,3970194.40,"tract"
,709300.10,3970194.70,"tract"
,709314.30,3970195.10,"tract"
,709305.60,3970195.30,"tract"
,709235.50,3970183.20,"tract"
,709247.90,3970182.50,"tract"
,709238.90,3970183.00,"tract"
,709252.80,3970183.40,"tract"
,709261.00,3970183.20,"tract"
,709253.30,3970182.00,"tract"
,709234.90,3970183.80,"tract"
,709337.50,3970192.30,"tract"
,709404.20,3970132.10,"tract"
,709343.00,3970131.10,"tract"
,709398.70,3970130.50,"tract"
,709378.80,3970132.10,"tract"
,709455.90,3970193.80,"tract"
,709470.50,3970176.70,"tract"
,709428.60,3970146.70,"tract"
,709436.70,3970131.70,"tract"
,709422.80,3970130.40,"tract"
,709467.40,3970131.40,"tract"
,709204.10,3970230.10,"tract"
,709196.30,3970248.30,"tract"
,709376.20,3970208.40,"tract"
,709429.80,3970251.00,"tract"
,709478.80,3970223.60,"tract"
,709489.30,3970223.40,"tract"
,709484.60,3970222.10,"tract"
,709514.90,3970237.40,"tract"
,709489.20,3970251.40,"tract"
,709490.60,3970252.30,"tract"
,709494.40,3970252.10,"tract"
,709532.90,3970251.30,"tract"
,709485.50,3970251.40,"tract"
,709486.80,3970251.60,"tract"
,709486.50,3970252.60,"tract"
,709477.80,3970251.40,"tract"
,709502.60,3970252.90,"tract"
,709488.20,3970252.40,"tract"
,709489.30,3970252.40,"tract"
,709500.30,3970251.20,"tract"
,709516.60,3970267.20,"tract"
,709491.20,3970266.50,"tract"
,709485.00,3970265.60,"tract"
,709472.40,3970265.70,"tract"
,709236.60,3970327.00,"tract"
,709247.80,3970326.10,"tract"
,709225.80,3970309.20,"tract"
,709225.80,3970309.90,"tract"
,709233.70,3970308.50,"tract"
,709230.30,3970309.10,"tract"
,709238.70,3970309.70,"tract"
,709240.40,3970309.20,"tract"
,709241.70,3970308.20,"tract"
,709238.30,3970308.10,"tract"
,709245.40,3970309.10,"tract"
,709251.60,3970309.30,"tract"
,709246.30,3970291.00,"tract"
,709239.00,3970291.30,"tract"
,709246.10,3970292.70,"tract"
,709246.50,3970291.70,"tract"
,709248.50,3970291.30,"tract"
,709237.50,3970292.20,"tract"
,709224.90,3970292.10,"tract"
,709231.20,3970291.90,"tract"
,709228.30,3970292.30,"tract"
,709222.20,3970292.30,"tract"
,709243.90,3970292.40,"tract"
,709232.20,3970291.90,"tract"
,709229.10,3970292.40,"tract"
,709248.40,3970291.80,"tract"
,709192.00,3970344.00,"tract"
,709244.00,3970342.80,"tract"
,709195.50,3970342.50,"tract"
,709185.30,3970326.90,"tract"
,709206.00,3970327.20,"tract"
,709207.30,3970327.40,"tract"
,709164.30,3970327.50,"tract"
,709195.10,3970327.80,"tract"
,709216.10,3970312.10,"tract"
,709190.50,3970313.20,"tract"
,709201.30,3970312.30,"tract"
,709198.70,3970312.10,"tract"
,709213.00,3970312.30,"tract"
,709174.00,3970312.90,"tract"
,709207.50,3970312.40,"tract"
,709410.50,3970296.30,"tract"
,709370.90,3970296.80,"tract"
,709341.30,3970297.50,"tract"
,709350.00,3970281.90,"tract"
,709420.10,3970281.20,"tract"
,709529.80,3970343.70,"tract"
,709514.30,3970342.50,"tract"
,709510.40,3970342.40,"tract"
,709531.90,3970342.70,"tract"
,709506.90,3970343.60,"tract"
,709512.40,3970312.60,"tract"
,709533.70,3970312.50,"tract"
,709441.50,3970328.10,"tract"
,709444.80,3970328.20,"tract"
,709484.80,3970326.80,"tract"
,709493.80,3970313.00,"tract"
,709456.50,3970297.40,"tract"
,709429.70,3970296.20,"tract"
,709485.70,3970296.60,"tract"
,709484.70,3970296.40,"tract"
,709468.80,3970282.30,"tract"
,709472.40,3970281.70,"tract"
,709432.20,3970282.00,"tract"
,709472.50,3970280.80,"tract"
,709510.70,3970281.40,"tract"
,709171.60,3970491.90,"tract"
,709136.90,3970491.80,"tract"
,709193.20,3970491.40,"tract"
,709154.30,3970490.70,"tract"
,709142.10,3970491.90,"tract"
,709169.70,3970490.50,"tract"
,709156.00,3970491.80,"tract"
,709219.80,3970491.70,"tract"
,709193.70,3970492.10,"tract"
,709185.60,3970491.80,"tract"
,709161.30,3970492.10,"tract"
,709153.60,3970477.10,"tract"
,709206.00,3970476.30,"tract"
,709133.80,3970476.20,"tract"
,709196.70,3970476.00,"tract"
,709138.70,3970476.60,"tract"
,709138.70,3970476.00,"tract"
,709134.60,3970477.40,"tract"
,709188.40,3970477.60,"tract"
,709195.10,3970476.00,"tract"
,709212.90,3970462.60,"tract"
,709207.70,3970447.70,"tract"
,709181.40,3970447.60,"tract"
,709217.60,3970448.00,"tract"
,709390.60,3970490.80,"tract"
,709378.40,3970490.40,"tract"
,709372.90,3970491.80,"tract"
,709391.50,3970491.60,"tract"
,709320.40,3970490.60,"tract"
,709391.10,3970491.30,"tract"
,709410.30,3970491.80,"tract"
,709350.90,3970491.20,"tract"
,709349.90,3970490.50,"tract"
,709359.00,3970490.80,"tract"
,709328.00,3970476.00,"tract"
,709320.60,3970476.20,"tract"
,709348.30,3970476.60,"tract"
,709384.40,3970475.70,"tract"
,709359.60,3970476.30,"tract"
,709395.80,3970477.40,"tract"
,709367.10,3970476.50,"tract"
,709314.10,3970476.40,"tract"
,709320.70,3970463.00,"tract"
,709411.90,3970462.50,"tract"
,709351.40,3970463.00,"tract"
,709356.50,3970461.40,"tract"
,709321.90,3970447.10,"tract"
,709348.00,3970446.50,"tract"
,709317.40,3970447.00,"tract"
,709352.10,3970447.60,"tract"
,709348.50,3970447.00,"tract"
,709375.40,3970432.00,"tract"
,709431.70,3970492.10,"tract"
,709439.90,3970491.70,"tract"
,709486.40,3970477.50,"tract"
,709496.80,3970476.40,"tract"
,709445.50,3970477.60,"tract"
,709461.10,3970476.40,"tract"
,709477.00,3970476.10,"tract"
,709458.60,3970476.80,"tract"
,709423.10,3970475.90,"tract"
,709496.20,3970462.50,"tract"
,709438.20,3970462.90,"tract"
,709488.10,3970446.80,"tract"
,709445.10,3970448.00,"tract"
,709445.70,3970448.40,"tract"
,709421.50,3970447.00,"tract"
,709501.70,3970448.00,"tract"
,709478.70,3970447.20,"tract"
,709464.10,3970447.50,"tract"
,709192.40,3970357.90,"tract"
,709226.00,3970358.50,"tract"
,709195.20,3970388.80,"tract"
,709174.30,3970389.00,"tract"
,709388.60,3970373.40,"tract"
,709324.10,3970374.00,"tract"
,709473.00,3970357.30,"tract"
,709447.60,3970357.40,"tract"
,709475.50,3970372.90,"tract"
,709460.90,3970387.70,"tract"
